userName,content,score
Realme C75,"Fitur keamanan ini niatnya bagus untuk mencegah kecurangan, namun implementasinya sering kali kurang ramah pada berbagai jenis hardware ponsel. Proses verifikasi yang berulang-ulang justru membuat aplikasi yang harusnya ""mempermudah"" malah menjadi ""penghambat"" akses kesehatan. Bagi pengguna, pesan ""Permintaan Anda belum dapat diproses"" atau ""Sistem dalam peningkatan mutu"" saat mereka sedang berada di antrean rumah sakit sangatlah fatal. Ini menunjukkan bahwa infrastruktur server belum sepenuhnya",1
ivon carol,"Melayani dengan cepat ,tepat",5
Kartono Saputra,respon cepat,5
Arinal Haq,ADMIN NIAT NGASIH KODE VERIFIKASI GAK SIH LAMA AMAT GIMANA INI BECUSS NGAKKK!!!!,1
Heru Well,bagus,5
Hentje Adrian,aplikasi yg bagus....,5
rudy Kasma,Semoga selalu bermanfaat bagi masyarakat dan pelayanannya tidak di banding bandingkan,5
K Asan,keluar melulu,1
Mikana Moeka,sangat baik,5
tenta septina,mau verifikasi wajah ajaa susahnyaa ampun. menguji kesabaran udah pindah2 posisi gabisa2,4
Fajar MW,Aplikasi Tidak bisa dibuka,3
Tiktok Elektronik,sangat membantu,5
Marlys numberi,Luar biasa,5
Shasmiy Music Studio,baik,5
Mas Arul,kenapa skrg mau ambil antrian online di faskes 1 susah ?!? Buat apa ada layanan online ginian kalo servernya ga mampu layanin pengguna dgn baik,1
Riri Vian,sangat membantu,5
Mustakim Takim,mengecewakan sekarang ribet banget,2
Arhy Gaming,ok,5
Putu Gede Minggu Artha,"login aja susah,,,tolong ditingkat kan lagi.",2
Elvis Umbu Kadebu,baik,5
Moh Anugrah A Rioeh,mantap,5
Irna Suprihatin,"tidak kunjung mendapatkan OTP saat daftar, lalu saat diminimize aplikasinya, pendaftaran harus diulang dari awal, progress sebelumnya tidak tersimpan. Mempersulit. mohon diperbaiki",1
Munawaroh Muna,bagus,5
Mat Pelor,tnank atas bantuanmu,5
hammam haris,sangat memuaskan,5
Ahmed Abyy,"aplikasi yang cuma menguntungkan pemerintah tapi menyulitkan rakyat, sumpah aplikasi cuma dibikin doang gak ada perbaikan sama sekali, jangan cuma bikin masalah doang dong, kalau gak ada niat buat perbaikan mending hapus aja sistem aplikasi ini, menyusahkan rakyat doang😮‍💨😮‍💨😮‍💨",1
Nur Wahyudi,lancar luar biasa,5
Meita Fermita,luar biasa,5
Zevien chanel,sangat membantu,5
Bewok Rifki,baik cepat,5
hundri baim,"kode SMS, susah",2
LiLu alfian,aku sudah daftar kenapa tidak bisa masuk malah disuruh daftar lagi..mau daftar lagi tapi katanya anda sudah terdaftar ini maksudnya apa,1
Go rio rio,good,5
iyan story,sekelas jkn mobile tapi sangat lambat responnya bahkan tidak di respon. saya nunggu verifykasi sms 5menit 10x tidak ada verify masuk.,1
Sidi Erwani,pelayanan sangat baik,5
K.A,lebih flexible,5
MOH. SOLEH,bagus...,5
Cah Jogja,"Applikasi masih kurang lengkap untuk menu Info Riwayat Pelayanan tidak bisa membuka riwayat peserta selain peserta kepala keluarga. Sekrining tidak bisa dibetulkan bila terjadi salah input dan sudah diupload. kesalahan input sering terjadi bila yang input petugas puskesmas yang asal jawab semua dengan jawaban ""tidak"". Riwayat pelayanan seharusnya bukan info pribadi karena anak yang masih jadi tanggungan keluarga adalah tanggung jawab kepala kelg.",2
Euis Yanti,ini kenapa ya saya gabisa masuk ke aplikasinya alasannya nik atau password salah terus pdahal udh bner,1
Ade H. Perkasa Ade,sangat membantu,5
Pengguna Google,aplikasi tidak bisa dibuka,3
Tan Mi,"ok mantap, terima kasih sarannya, ternyata harus ada pulsa biasa untuk dapat kode vertifikasinya. saya kasih bintang 5",5
paguyuban puthu mbahe,pendaftaran tadinya bisa lewat WA sekarang harus lewat SMS. padahal banyak yang tidak punya pulsa. dan OTP tidak masuk. padahal pulsa sudah berkurang.,1
Mutia Ibrahim,mantap 👍,5
Bawias Pangaila,"sangat memudahkan saya , ambil antrean atau pindah faskes terdekat",5
Sakmari Sakmari,smg kedepannya bisa sukses Amin ya rabbal alamin tetap semangat,4
satriotok 86,aplikasi orang tolol .. nunggu SMS dari Pagi GK ada ..nie perintah yang tolol,1
Yanti Revan Sapriyanti,ok good,5
Laskar Pelangi,ok,5
Adam Makna,apkx dak bisa pilih dokter & tidak bisa ngasih penilayan bintang 🌟 buat dokter nya 🙃🙃🙃,1
Ahmad Rizki,sangat membantu memantau bpjs,4
Tri Hardianti,"kode SMS tidak muncul-muncul padahal sudah coba pakai beberapa nomor, sama ajaa.",1
Wahyu Santosa,oke,5
Angelo Sakwal,"Terima Kasih..sangat membantu..Nggal perlu ribet ke kantor BPJS, hnya melalui aplikasi Mobile JKN dan BPJS Pandawa, semua teratasi dengan sukacita. Terima kasih... SEMOGA TETAP PERTAHANKAN MODEL PELAYANAN SEPERTI INI. KALAU BISA DIPERMUDAH, MENGAPA CARI YANG SULIT?? SalamBPJS 💞💞💞💞💞💞",5
Andri Andri,Cape keluar Mulu,1
Zee R,gimana bisa masuk.... sms kode otp ngga pernah di kirim Udah di coba berulang kali sampe 2 hari.,1
Suryadi Bagol,mantap,5
Muhammad Riio Famungkazz Tarore,Terimakasih,5
Taufiqurrahmansyah Effendi,ko tol kan ada wa to ol ngapa pake berbayar Ng toddddd,1
Enjang Nurdian,susah daftarnya terus aja gangguan jaringan engga muncul kode otp telepon nya,1
alta viano,verifikasi wajah gagal terus,1
Maulana afroji,ok,5
ade setiawan,percuma bayar terus tapi di aplikasi ga aktif !! pas mau berobat kenapa ga aktif aneh !! males gw bayar lagi ..,1
Aisyah Habibah,"mau masuk daftar harus masukin autodebit, padahal juga sudah dimasukkan norek dll sampe verifikasi nomor telpon selalu tidak bisa padahal sudah ada pulsa juga. tidak ada pesan masuk padahal sudah diulang beberapa kali",2
bang solek,terlalu ribet,1
Herlambang Neh,"kode capca nya tolong diperjelas, supaya mudah digunakan saat darurat. lagian tiap bulan bayar belum pernah berobat kok dibilang nunggak. dimana logikanya",2
Ridho Syahputra,"mntp, nggk ribet lagi pergi ke tmptnyaa, bisa cetak kartu sendiri jugaa",5
aan lestari,gak bsa dipake,1
Banyuprmn,Terimakasih,4
tiomsar sianturi,mobile JKN luar biasa di negara ini banyak tertolong.,5
A. Maulana,"Mantap, rakyat sehat negara aman",5
Rima Sari,Kirim kode saja sulit,1
KasandaranT,sangat membantu sekali,5
Wahyu Hidayat,ok banget..memudahkan,4
Devi Permatasari,sangat membantu dan praktis,4
Pikri Maulana,lagi puasa kode verifikasi gak muncul²,1
Wisnu Wardana,"mantap, memudahkan untuk berobat cepat",5
Erza 858,mantap,5
Abdullah,baik sekali,5
Tasya 354,nunggu kode aja lama bgt ditunggu 2 harian jg gbkl muncul jujur janggal 😹,1
Eko Setiawan (Bondet),bagus,5
Imam Kampret,ok,5
Stunts Angler,"Assalamualaikum Saya ingin menyampaikan keluh kesah terhadap aplikasi ini, tolong jangan terlalu sering harus login ulang untuk aplikasi ini, terkadang tidak semua orang ingat atau mencatat sandi. Apalagi kalau orang yg sudah tua, tidak semua dari mereka yg paham menangani masalah yg terjadi saat login, entah itu lupa password, lupa nik yg mana yg dipakai. terima kasih",2
Udi Amino,sangat membantu,5
Bejo Jono,sangat bagus simple saat perubahan data sangat mudah,5
ach mady,"sangat terbantu dengan adanya aplikasi ini, utamanya mengambil nomor antrian dll",5
Dhanis,"ini gimana si min mau daftar antrean mau log in susah, tolong di perbaiki dong nanti kalau ga dapat nomor antrean gimana coba😏padahal urgent banget ini ibuku mau kontrol",1
Ego Irfandi,sepertinya harus memiliki koneksi internet dengan kecepatan nasa,1
dian Agnestia,nice,5
Abdullah Sani,Mantap,5
Sri Rida,aplikasi yg sangat memudahkan bagi pengguna bpjs,5
Septa Libransyah,"Saya waktu itu daftar autodebet BCA dan berhasil. Namun karena tagihan tidak kunjung terpotong otomatis melewati batas pembayaran, saya unbind/putus kanal autodebet BCA nya. Giliran mau daftarkan ulang malah gak bisa. Udah 2 bulanan saya bayar manual, ribet! Notif di sms pendaftaran autodebet berhasil, tapi di aplikasi gagal dan belum berhasil. Mohon diperbaiki.",1
Nurul Umasih,cara mudah ganti faskes,5
PUTRA BONJOS,the best,5
inayati 77,mudah dan cepat digunakan,5
May Santoso,lebih mudah mendapatkan informasi,5
Candra Adi,"Gimana dah selesai registrasi abis isi biodata dll sampe pengisian pasword dah bener sampe menu login nya g bisa pake password yang di spasi ,lain kali kalo misal buat kolom kata sandi itu dikasih dong minimal ga bisa lanjut kalo di spasi,lha ini isi password di spasi bisa di pas login ya salah lah orang bisa dipencet,pake otp pun dah 3x lebih tetep ga masuk",2
Abdul Aziz A,membantu,5
Gidchel Parsada,"gajelass bangett, anehhh aplikasinya, udah 100 kali daftar , tapii selalu bermasalah di verivikasi . anehghh",1
ari Sanjaya,Mohon untuk di perbaiki Bug Bug nya... seperti rawat jalan gaada barcode/no antrian nya sama nomer rujuk nya. jadi blank. MOHON UNTUK DI PERBAIKI YA. TERIMAKASIH ::),4
Abdul Dayan Sulaeman,app mantap sangat mudah di gunakan terutama tidak lemooot makasih JKN atas apsilitasnya good joon,5
Solichin Spd,sangat memuaskan,5
Bonie Aila,"sangat membantu dan mempermudah semuanya, untuk aplikasinya juga bagus dan sangat mudah di pahami. terima kasih",5
_ J . A _,gak bisa login,1
Bagas Naufal,sangat bermanfaat,5
Linda Ramayanti,"apk nya mempersulit hidup org, semoga hidup nya selalu dipermudah ya",1
Ahmad Syams,"ini kenapa ya info riwayat pelayanan saya gaada muncul apa2, padahal saya pernah menggunakan pelayanan mobile jkn 3 hari yang lalu, sementara ini kepentingan nya buat perizinan kerja",1
Rohim Masturi,sangat membantu,5
romi irawan,mantap,5
Wawan Setiawan,sangat mudah digunakan dan membantu,5
Hisyam Alfi,good,5
Bagus Bagus,pelayanan bagus dan ramah,5
Caswin 009,sering logout ga bisa masuk lagi udah buat pasword baru tau tau ga bisa masuk lagi,1
Priska Anasaputri,sangat puas pake apk ini membantu bgt cuma cara daftar nya aja yg cukup rumit dan terimakasih buat care center nya sangat membantu kesulitan yg saya alami👍👍👍👍👍,5
As23 1123,ok,5
Sutrisno,"dengan mobile JKN, semuanya jadi mudah dan praktis",5
Mukhsin Mukhsin,sampah tidak berfungsi,1
Mukhsin eSTe Mukhsin,"aplikasi sampah, lebih sering tidak berfungsi, mau berobat lebih mudah malah bikin ribet",1
Tyas,aplikasi JKN niat gak sih buat mempermudah layanan. nyatanya semakin sulit. katanya OTP dikirim via SMS BLA BLA BLA. nyatanya gak bisa,1
Entom Rustam,mantap,5
apriyadi rooney,the best,5
Bung ovar,mw masuk GK bisa terus....GK jelas,1
GD Sani (C-Long),"applikSinya bagus, mudah di akses",5
Sin Wattimena,tidak dpt pulihkan,5
Aisha Kareema,"ga bisa update nomor hp, udah hampir seminggu mau ambil antrean gabisa karena nomor gabisa di update",1
Arika Rika,"aplikasi gjls bkin mempersulit doang, udh mnt pengaduan tp ga dibls' , mau berobat jd susah",1
Janetta Aleshaqueena,sangat membantu,5
Gustiawan Saputra,cara daftar nya susah,1
Handika Yogi Pratama,force close terusss/keluar sendiri ketika dibuka aplikasinya (device realme Narzo 20 / RMX2193),2
Margani DL,oke,5
Mul yadi,goood,5
bayu ratewo,"sangat mudah penggunaannya ,ga ush cape² ngantri k kantor bpjs. smua lengkap d apl ini",5
Erika Octaviana Rahmadani,"saya sudah ngisi nomor telepon, jaringan dan kuota aman aja, tapi kok nggak ada kode verifikasi yang saya terima ya, udah pakai nomor lain juga tetap tidak bisa",2
ibils geming,"saya mengalami kesulitan untuk login. padahal nmr hp benar dan masih aktif tpi tetap tidak bisa diproses. merepotkan sekali,,,,",3
Nano Kamis,Semakin mantap,5
YOGA SUBAGJA,bagus dan sangat membantu,5
Riza Firda,antrian tidak bisa digunakan difaskes... difaskes mencet lagi antrian lagi .. jadi tidak sesuai di JKN,3
Saliyem,lebih mudah,5
ROYAL 76,puas dengan pelayanannya,5
Thomas Angelo,ga bisa dapat sms. aplikasi bermasalah,1
Eddy Barlthon,JKN TIDAK BISQ SI BUKA TERIMA KASIH,5
GD wiarsana,ok,5
anggi rois,"Dah nyoba ratusan kali minta kode OTP sms, tapi sms tak pernah datang. Mungkin anggaran sms dah habis kena efisiensi. Apa yang mau diharapkan aplikasi buatan pemerintah.",1
bebefaya,"kok ga bisa daftar ya? waktu scan muka ga jadi gagal terus²an, teruskan aku lewati aja, waktu masukkin nomer hp juga ga jadi, gimana ini?",4
Riki Pirmansyah,hadeuhh mentang mentang pake BPJS aplikasi aja banyak masalahnya,1
Berlian Sholeh,aduh aduh otp aja lama gimana mau nyelamatin banyak orang,1
Tomy Sihombing,good,5
Rusdiadi. R (Adhy),Thank You,5
Sunan Kobra,"aneh dengan aplikasi ini. mau daftar tapi susah, tidak pernah dapat sms. aplikasi sampah, menyusahkan.",1
Ita Nur Islamiati,"Sekarang mau minta rujukan ke RS Sumber Hurip jadinya ngga bisa karna faskes pertana di puskesmas mandirancan jadinya harus ke RS yang ada dikuningan, katanya rujukannya ngga ngelink ke RS Sumber Hurip. Padahal mandirancan lebih dekat ke daerah sumber, jauh banget jadinya kalo harus ke RS daerah kuningan ya Allah gimana sii, emang mandirancan masih daerah kuningan, tapi kita ada di ujung kuningan bgt, jadi kalo harus ke kuningan jauh bgt. Tolong di link lagi rujukannya ke sumber hurip biar dkt",1
Safar Baubau,"konfirmasi cepat, pelayan bagus.",5
Adrian Ilham,perbaiki pada pengambilan nomor antrian di poli gigi dan mulut,1
Kere Dan Aktif,kode otp pendaftaran tidak masuk ke pesan,1
Muhammad Ridwansyah,gacor kang,5
Hendra,"kenapa saya tdak dpat membuka apk jkn, dan ada tulisan APK TIDAK DAPAT BERJALAN YG SEDANG MELAKUKAN ROOT,,saya kurang paham maksudnya",4
Hersi kusuma,sangat membantu,5
aswala br Sinuhaji,sangat bagus,5
ya nanti,"Halo kak, saya ingin meminta bantuan terkait akun saya. Saat ini saya lupa kata sandi dan nomor HP lama yang terdaftar sudah tidak aktif. Saya sudah mencoba menggunakan menu “Lupa Kata Sandi” dan memasukkan nomor HP baru untuk menerima kode OTP. Namun sampai sekarang saya tidak menerima kode OTP tersebut. Mohon bantuannya kak untuk mengatasi masalah ini. Terima kasih.",3
Safeska Ronapati,ok,5
tora rasudi,memudahkan peserta bpjs utk akses fasilitas bpjs,5
Jajang,ini gmn sih system nya.. minta update trus tiap bulan.. trus mau login susah... padahal no KTP pasword sudah benar... 😪 tolong di perbaiki untuk mempermudah pengguna...,3
Asma,fitur untuk verifikasi untuk wattsapp ya tidak ada susah verifikasi wajah,1
Syhrl Hdyt,APLIKASI PALING RIBET BUAT BEROBAT.,5
Ocit Ganteng,sangat membantu dan banyak kemudahan,5
game EPSXE,"aplikasi memang bagus yang kurang 1 di situ ada tulisan pindah jam fakses udh pindah pas mau minta surat rujukan ke klinik yang tertera di apk, doket bilang jam faskes nya belum pindah masih di tempat tersebut, padahal di aplikai jam faskes udah pindah di klinik itu",4
Cak Gamble,"gmana si aplikasinya sering log out sendiri. . trus aku log in ndak bisa. . pas waktunya butuh""nya",1
Silvia Tari,"apk nya bukan mempermudah, tapi malah nyusahin, surat rujukan kontrol ga muncul. gini malah bikin ribet, yg katanya sistem ga kebaca lah. perbaiki dulu apknya baru di resmikan jadi apk nasional. masih banyak kendala, banyak minus, tetep aja di rilis. apk dikit dikit eror, dikit dikit fitur ga ada, haduh.. hapus aja hapus ni apk, ga guna malah ngrepotin",2
Umar Amirudin,mantap,5
Desy Nuramidah,"saya kecewa ga bisa daftar online, malah di suruh Screning kesehatan dulu, tapi pas buka menu Screning kesehatan malah eror. Coba telp call centre bukannya langsung ada perbaikan malah suruh nunggu dan cek secara berkala, padahal kluarga saya lagi sakit, masa mau periksa harus nunggu nunggu.. saya kasih bintang 1....",1
Nur Halimah,sejauh ini bagus,5
Lilo Moy,sekrining eror terus,1
Yolanda Elva angelica,"aplikasinya ini gimana sih, saya lupa kode terus saya teken lupa sandi buat akses sandi baru tapi pas saya minta kode otp ga dikirim kirim, saya udah coba 3 kali tetep ga bisa",1
derahmat dedy,mantap,5
Gibran 15,bagus sekali sangat membantu,5
mbah subur,"harus update terus, pelayanan buruk",1
Arfadavin channel,"susah login, no induk selalu salah padahal sesuai KTP",1
Ummah Abah,"pelayanan terbaik. cepat, ramah.🌟🌟🌟",5
Muflih Rasyid,kode SMS tidak di kirimkan padahal sudah di tunggu dan di minta ulang kode nya,1
Gerhana Ger,ga bisa boking nomor antrian di suruh skrining ga bisa masuk terus.!!!!,3
Endah Vivo,tolong di updat kasian yg mau daftar,1
Deb,"fitur lupa password lama notifikasi,",1
Maryam Indramayu,👍,5
27. Saddam Adha,TIDAK BISA VERIFIKASI NOMOR PADAHAL VERIFIKASI EMAIL BISA SUDAH DICOBA BERKALI KALI TIDAK BISA SAMPAI GANTI NOMOR,1
Dhea Ajeng,tolong dong ini kenapa mau verifikasi no handphone juga susah amat ga muncul² tolong donk infonya,2
Alfiya Lailatul Zannah,sinyal sedang baik tapi tidak bisa verify dengan keterangan sedang offline,1
lingkan katiandago,"ko bisa ya data pasien HIV/Aids dari pihak puskesmas dibali diberikan ke yayasan yasan lGBT ,tanpa sepengetahuan pasien...miris..tidak ada perlindungan sama sekali dengan data pasien (puskesmas yg ada dibali)..",1
Muhammad Yusup,"selalu keluar sendiri giliran mau log in suruh minta OTP tpi gak di kirim² OTP orang mau berobat keburu mati ini mah, perkara aplikasi",1
Malikha Raisa Kamal,bagus sangat membantu,5
felixfe 55,nomor antrian online tidak bisa dikonfirmasi.,1
Andika Heri s,"mau masuk nunggu otp nya sampe 2 hari di coba gak dikirim2 otp nya,,, mau buat yg baru sudah terdaftar,,, bikin ruwet aja memang aplikasi dari pemerintah,,, kalo belom siap mending pake aja cara lama!!! mau daftar aja repot",1
Bil Bila,smoga makin maju dn makin mudah digunakan ya JKN.,5
Diki ibrahim,"aplikasi stabil dan bagus,membantu pengobatan",5
Hulip Rahman,aplikasi jelek kita minta no otp ngga dikirim- kirim satu minggu kita nunggu ngga di kirimkan juga kode OTP nya.,1
Khairul Alan,aplikasi nya suka minta daftar ulang sendiri. padahal udah login sebelum nya. udah gitu di bagian captcha nya ga mau nongol lagi.. udah seminggu nunggu ga muncul2 padahal jaringan bagus. tolong di perbaiki.,1
NKurniati Mipha,Terima kasih sudah membantu,5
Fatriyatun,sangat membantu,5
Fadli Siregar,ribi,2
Harun Mahmud,sangat baik,5
thamar qalbar,mudah digunakan,5
Taufik Tarore,eror ini apklikasi registrasi nomor hp tidak ada masuk kodenya udh 99 nomor hp ku pake,1
Paijo 2k19,"apk gaguna mau daftar aja ribet kode verifnya ga masuk"" apk sampah",1
Muhammad Sirrulloh,terima kasih informasinya melalui aplikasi ini dan sebagai pengingat,5
Aan Anwar,semangat trs dan tingkatkan kemudahan pelayanan.ny,4
Kardiwansa anwar Kaddi,makin kesini makin jelek aplikasi. prcuma ada aplikasi klau untuk ambil antrian online aja susahnya mnta ampun,1
F' Tzri Official,susah daftar,1
Ari Setiawati,sangat baik,5
Deka Trisnardi,mau lupa password aja susah bener. kode verifnya ngga muncul2,1
Setya Anggoro,mantap,5
Khaira Arkha,"terimakasih sudah memberikan kemajuan applikasi , semoga pembaruan dan applikasi terus berkembang",5
Tri Wahyudi,offline mulu perasaan.. fungsinya apa untuk masyarakat kalau tidak berfungsi,1
kang sum,jossssss gandos,5
Citra Permata,"permisi kak,ini kenapa ya susah banget mau masuk aplikasinya katanya password salah,saya mau ganti password saya masukin email nya kok tulisan nya salah lagi email nya padahal jelas2 email yang saya pakai itu. kenapa coba? aneh banget. tolong dong jangan bikin pusing padahal email saya itu tapi kok salah.",3
ramlah anwar,mudah mendapatkan layanan kesehatan,5
